#id=20302508,,
0.1,-0.9,-1.260756306
0.17,-0.47,-0.317595387
-0.52,-0.59,-0.714328656
0.38,-0.79,-0.863605417
0.26,-0.42,-0.586661773
0.71,0.67,0.538901037
0.39,-0.77,-0.641735588
0.38,0.53,0.738451608
-0.78,-0.98,-1.451731297
0.36,-0.09,-0.189591975
0.73,-0.35,-0.506580079
0.99,0.37,-0.35169778
-0.95,-0.08,-0.70171834
0.86,-0.11,-1.007037143
0.91,-0.04,-1.202990304
-0.56,0,-0.197534573
0.07,0.61,0.49514355
0.54,0.55,0.381481802
-0.98,-0.09,-0.929945181
0.77,0.28,0.153536711
0.5,0.48,0.054451524
-0.06,-0.12,0.048842004
0.72,-0.69,-1.485140771
-0.6,0.94,0.863747965
-0.66,0.77,0.324446787
-0.16,-0.93,-1.175849716
-0.59,-0.17,-0.556083609
0.44,-0.53,-0.540965709
0.75,0.3,-0.500391731
0.37,0.66,0.38680964
-0.74,0.81,0.333099666
-0.34,0.33,-0.020429587
0.41,-0.81,-0.850363281
-0.12,0.43,0.363902365
0.1,-0.35,-0.263303321
-0.3,-0.4,-0.692593559
-0.88,0.65,0.164656812
0.48,0.84,0.359553408
0.97,0.89,-0.065751967
0.78,-0.69,-1.431099054
0.65,-0.38,-0.715794143
-0.62,-0.94,-1.493415257
0.46,0.83,0.492640074
-0.47,0.21,-0.022593967
0.12,0.9,0.563863051
-0.14,0.38,0.530224378
0.71,0.52,0.023966649
-0.29,0.11,-0.22585898
0.71,0.59,-0.087636213
-0.46,-0.19,0.021668886
-0.77,0.24,-0.3578146
0.41,-0.64,-1.088409496
-0.11,-0.11,0.145193588
-0.8,-0.15,-0.494954432
-0.23,0.99,0.70483028
0.16,-0.59,-0.634745691
-0.4,0.55,0.426161868
-0.53,-0.94,-1.239987811
0.37,0.01,-0.133394902
0.27,-0.51,-0.472331007
-0.09,-0.88,-0.618190757
0.87,-0.39,-0.985018948
0.65,-0.42,-0.825337877
0.73,0.35,-0.442596273
-0.84,-0.74,-1.285790739
-0.84,-0.6,-1.500313257
0.51,0.57,0.207993501
-0.23,-0.61,-1.028355444
-0.55,-0.03,-0.07689613
0.24,0.23,0.11517374
-0.04,-0.6,-0.318923965
0.64,0.57,0.217676741
0.95,-0.89,-1.843160099
0.63,0.32,-0.123103172
0.13,-0.11,-0.131608799
0.81,-0.97,-1.701217621
0.02,0.68,0.615174633
-0.35,-0.34,-0.710722657
-0.75,-0.63,-1.168049018
-0.99,-0.58,-1.899951624
-0.37,-0.82,-0.651806832
-0.18,-0.87,-0.857147251
0.75,0.6,0.229060462
-0.48,-0.8,-0.930780476
-0.43,0.77,0.58016678
0.44,0.53,0.050045587
-0.83,0.08,-0.697118808
0.09,-0.89,-0.604834717
0.19,-0.29,-0.446766918
0.44,-0.68,-0.925797948
0.61,0.24,-0.255978507
-0.65,-0.38,-0.596454422
-0.09,0.01,-0.104528267
0.29,0.17,0.336680654
0.38,0.31,-0.054577646
0.59,-0.99,-1.748001637
0.49,-0.59,-0.639353133
-0.86,0.24,-0.356793345
-1,-0.33,-1.448607805
0.44,-0.43,-0.572392827
-0.57,-0.12,-0.327156813
-0.9,-0.4,-1.395495044
0.96,0.19,-0.927704196
-0.28,0.14,0.294240012
0.91,-0.84,-1.421838624
0.46,0.51,0.325397322
0.4,0.82,0.709239307
-0.87,-0.69,-1.438492065
-0.18,0.42,0.37384315
0.49,-0.8,-1.071413634
-0.28,0.07,-0.214109312
-0.79,-0.79,-1.342454166
0.48,-0.64,-0.769784704
